DuelistID,GradeID,CardID,Weight
5,1,243,15
5,1,244,15
5,1,246,15
5,1,248,15
5,1,250,15
5,1,251,15
5,1,256,15
5,1,257,30
5,1,258,30
5,1,259,15
5,1,262,15
5,1,263,30
5,1,265,15
5,1,269,15
5,1,270,15
5,1,272,15
5,1,273,15
5,1,274,15
5,1,276,15
5,1,280,15
5,1,289,15
5,1,290,15
5,1,291,15
5,1,292,15
5,1,293,15
5,1,294,15
5,1,296,15
5,1,335,24
5,1,393,14
5,1,394,10
5,1,398,15
5,1,406,15
5,1,414,15
5,1,432,15
5,1,444,15
5,1,446,15
5,1,451,15
5,1,452,15
5,1,461,15
5,1,463,15
5,1,484,15
5,1,496,15
5,1,503,15
5,1,514,15
5,1,516,15
5,1,524,15
5,1,548,15
5,1,549,15
5,1,552,15
5,1,556,15
5,1,558,15
5,1,567,14
5,1,576,14
5,1,584,14
5,1,586,10
5,1,591,14
5,1,592,10
5,1,601,14
5,1,602,14
5,1,605,14
5,1,606,14
5,1,608,14
5,1,610,2
5,1,620,14
5,1,629,14
5,1,642,14
5,1,643,14
6,1,4,14
6,1,9,14
6,1,20,6
6,1,23,14
6,1,24,14
6,1,30,28
6,1,34,14
6,1,40,14
6,1,45,14
6,1,47,14
6,1,53,14
6,1,59,14
6,1,61,14
6,1,65,14
6,1,96,14
6,1,97,14
6,1,98,14
6,1,103,14
6,1,108,14
6,1,109,14
6,1,110,14
6,1,118,14
6,1,119,14
6,1,120,14
6,1,132,28
6,1,133,14
6,1,135,14
6,1,138,14
6,1,139,14
6,1,140,26
6,1,141,14
6,1,142,14
6,1,152,14
6,1,154,14
6,1,155,14
6,1,162,14
6,1,167,14
6,1,169,14
6,1,171,14
6,1,172,13
6,1,177,28
6,1,178,13
6,1,180,13
6,1,181,13
6,1,190,13
6,1,191,13
6,1,196,28
6,1,197,13
6,1,199,13
6,1,201,13
6,1,203,13
6,1,205,13
6,1,206,13
6,1,211,13
6,1,215,28
6,1,219,13
6,1,221,13
6,1,225,13
6,1,227,13
6,1,228,28
6,1,231,13
6,1,236,13
6,1,237,13
6,1,243,13
6,1,244,28
6,1,246,13
6,1,248,13
6,1,250,13
6,1,251,13
6,1,253,13
6,1,256,13
6,1,257,28
6,1,258,28
6,1,260,13
6,1,262,13
6,1,263,28
6,1,264,13
6,1,265,13
6,1,269,13
6,1,270,28
6,1,272,13
6,1,273,13
6,1,274,13
6,1,276,13
6,1,279,13
6,1,282,13
6,1,283,13
6,1,289,13
6,1,290,13
6,1,292,13
6,1,293,13
6,1,294,13
6,1,295,13
6,1,296,13
6,1,298,13
6,1,335,36
6,1,393,13
6,1,394,12
6,1,398,13
6,1,414,13
6,1,432,28
6,1,444,13
6,1,446,28
6,1,451,13
6,1,452,13
6,1,461,26
6,1,463,13
6,1,478,13
6,1,484,13
6,1,496,13
6,1,503,13
6,1,516,13
6,1,524,13
6,1,548,13
6,1,549,13
6,1,552,13
6,1,556,13
6,1,558,13
6,1,567,14
6,1,568,13
6,1,573,13
6,1,576,14
6,1,584,14
6,1,585,13
6,1,588,12
6,1,591,13
6,1,592,12
6,1,601,13
6,1,602,13
6,1,605,13
6,1,606,13
6,1,612,13
6,1,620,14
6,1,629,14
6,1,642,14
6,1,652,18
7,1,8,44
7,1,19,5
7,1,40,21
7,1,50,20
7,1,75,116
7,1,76,44
7,1,98,20
7,1,101,44
7,1,104,20
7,1,107,20
7,1,122,20
7,1,123,20
7,1,130,20
7,1,133,20
7,1,134,20
7,1,135,20
7,1,137,20
7,1,145,20
7,1,152,20
7,1,154,20
7,1,157,44
7,1,158,44
7,1,159,20
7,1,174,20
7,1,176,44
7,1,179,20
7,1,180,20
7,1,182,20
7,1,183,20
7,1,185,20
7,1,191,20
7,1,195,20
7,1,198,20
7,1,200,20
7,1,202,20
7,1,203,20
7,1,207,21
7,1,209,21
7,1,210,38
7,1,211,21
7,1,212,21
7,1,214,21
7,1,222,21
7,1,227,21
7,1,229,21
7,1,232,21
7,1,237,21
7,1,242,21
7,1,245,21
7,1,254,21
7,1,261,21
7,1,268,21
7,1,273,21
7,1,274,21
7,1,285,21
7,1,291,21
7,1,292,21
7,1,330,34
7,1,343,16
7,1,420,21
7,1,452,21
7,1,476,21
7,1,486,21
7,1,488,21
7,1,492,21
7,1,501,21
7,1,506,21
7,1,510,44
7,1,524,21
7,1,536,21
7,1,540,21
7,1,544,21
7,1,547,21
7,1,549,21
7,1,556,21
7,1,567,21
7,1,579,44
7,1,589,44
7,1,591,21
7,1,598,21
7,1,602,21
7,1,609,21
7,1,611,21
7,1,620,21
8,1,2,22
8,1,19,6
8,1,20,4
8,1,21,4
8,1,30,22
8,1,34,22
8,1,35,4
8,1,36,22
8,1,38,28
8,1,42,22
8,1,44,22
8,1,74,22
8,1,79,24
8,1,90,24
8,1,96,22
8,1,97,22
8,1,98,22
8,1,99,48
8,1,104,22
8,1,106,22
8,1,108,22
8,1,114,22
8,1,115,22
8,1,129,22
8,1,132,22
8,1,135,22
8,1,139,22
8,1,142,22
8,1,143,22
8,1,144,22
8,1,145,22
8,1,154,22
8,1,174,20
8,1,179,20
8,1,183,20
8,1,184,20
8,1,190,20
8,1,203,20
8,1,213,20
8,1,215,20
8,1,220,20
8,1,223,24
8,1,228,22
8,1,237,22
8,1,244,22
8,1,253,22
8,1,257,22
8,1,259,22
8,1,263,22
8,1,268,22
8,1,366,22
8,1,368,22
8,1,370,4
8,1,371,4
8,1,372,4
8,1,373,4
8,1,385,4
8,1,386,4
8,1,390,4
8,1,391,20
8,1,401,20
8,1,407,20
8,1,426,48
8,1,427,4
8,1,442,4
8,1,453,46
8,1,455,48
8,1,457,48
8,1,465,26
8,1,467,20
8,1,470,24
8,1,471,20
8,1,500,20
8,1,505,46
8,1,509,4
8,1,518,12
8,1,522,26
8,1,525,12
8,1,529,12
8,1,531,46
8,1,532,24
8,1,564,48
8,1,571,26
8,1,572,26
8,1,593,12
8,1,594,26
8,1,599,46
8,1,613,20
8,1,623,24
8,1,627,26
8,1,631,24
8,1,632,12
8,1,634,24
8,1,645,4
8,1,646,46
8,1,707,4
8,1,713,4
8,1,714,4
35,1,2,22
35,1,19,6
35,1,20,4
35,1,21,4
35,1,30,22
35,1,34,22
35,1,35,4
35,1,36,22
35,1,38,28
35,1,42,22
35,1,44,22
35,1,74,22
35,1,79,24
35,1,90,24
35,1,96,22
35,1,97,22
35,1,98,22
35,1,99,48
35,1,104,22
35,1,106,22
35,1,108,22
35,1,114,22
35,1,115,22
35,1,129,22
35,1,132,22
35,1,135,22
35,1,139,22
35,1,142,22
35,1,143,22
35,1,144,22
35,1,145,22
35,1,154,22
35,1,174,20
35,1,179,20
35,1,183,20
35,1,184,20
35,1,190,20
35,1,203,20
35,1,213,20
35,1,215,20
35,1,220,20
35,1,223,24
35,1,228,22
35,1,237,22
35,1,244,22
35,1,253,22
35,1,257,22
35,1,259,22
35,1,263,22
35,1,268,22
35,1,366,22
35,1,368,22
35,1,370,4
35,1,371,4
35,1,372,4
35,1,373,4
35,1,385,4
35,1,386,4
35,1,390,4
35,1,391,20
35,1,401,20
35,1,407,20
35,1,426,48
35,1,427,4
35,1,442,4
35,1,453,46
35,1,455,48
35,1,457,48
35,1,465,26
35,1,467,20
35,1,470,24
35,1,471,20
35,1,500,20
35,1,505,46
35,1,509,4
35,1,518,12
35,1,522,26
35,1,525,12
35,1,529,12
35,1,531,46
35,1,532,24
35,1,564,48
35,1,571,26
35,1,572,26
35,1,593,12
35,1,594,26
35,1,599,46
35,1,613,20
35,1,623,24
35,1,627,26
35,1,631,24
35,1,632,12
35,1,634,24
35,1,645,4
35,1,646,46
35,1,707,4
35,1,713,4
35,1,714,4
9,1,5,18
9,1,8,18
9,1,19,6
9,1,29,18
9,1,32,70
9,1,45,18
9,1,47,18
9,1,48,18
9,1,59,36
9,1,80,72
9,1,81,72
9,1,96,16
9,1,97,16
9,1,100,17
9,1,105,36
9,1,107,16
9,1,108,16
9,1,113,17
9,1,114,17
9,1,116,17
9,1,129,17
9,1,134,17
9,1,139,17
9,1,143,17
9,1,144,17
9,1,145,17
9,1,147,17
9,1,148,17
9,1,155,17
9,1,156,17
9,1,158,17
9,1,160,17
9,1,161,17
9,1,173,17
9,1,175,17
9,1,176,17
9,1,177,17
9,1,178,17
9,1,180,17
9,1,183,17
9,1,184,17
9,1,187,17
9,1,188,17
9,1,189,17
9,1,190,17
9,1,195,17
9,1,199,17
9,1,203,17
9,1,205,17
9,1,206,17
9,1,208,17
9,1,209,17
9,1,215,17
9,1,218,52
9,1,222,17
9,1,224,17
9,1,226,17
9,1,232,17
9,1,239,17
9,1,240,17
9,1,243,17
9,1,247,17
9,1,253,17
9,1,264,17
9,1,265,17
9,1,266,17
9,1,267,17
9,1,271,17
9,1,277,17
9,1,282,17
9,1,283,17
9,1,292,17
9,1,298,17
9,1,300,17
9,1,331,34
9,1,332,34
9,1,417,17
9,1,421,17
9,1,432,17
9,1,451,17
9,1,463,17
9,1,476,17
9,1,477,17
9,1,478,17
9,1,479,17
9,1,481,17
9,1,490,17
9,1,503,17
9,1,510,17
9,1,534,17
9,1,536,17
9,1,538,17
9,1,544,17
9,1,556,17
9,1,568,35
9,1,569,17
9,1,573,52
9,1,585,17
9,1,590,17
9,1,604,17
9,1,605,17
9,1,606,17
10,1,3,20
10,1,8,21
10,1,10,20
10,1,13,26
10,1,19,6
10,1,25,20
10,1,41,26
10,1,44,26
10,1,49,72
10,1,50,68
10,1,53,95
10,1,54,98
10,1,55,72
10,1,70,26
10,1,77,22
10,1,80,22
10,1,109,22
10,1,115,22
10,1,116,21
10,1,119,22
10,1,121,22
10,1,123,22
10,1,125,26
10,1,141,20
10,1,149,26
10,1,157,20
10,1,158,20
10,1,164,22
10,1,166,22
10,1,171,22
10,1,180,20
10,1,186,22
10,1,193,22
10,1,194,22
10,1,196,22
10,1,201,22
10,1,209,20
10,1,220,22
10,1,221,22
10,1,225,22
10,1,233,22
10,1,236,22
10,1,248,22
10,1,255,22
10,1,256,22
10,1,259,22
10,1,272,22
10,1,273,22
10,1,274,22
10,1,280,22
10,1,291,22
10,1,293,22
10,1,330,24
10,1,367,5
10,1,397,20
10,1,406,22
10,1,412,24
10,1,459,22
10,1,476,20
10,1,477,20
10,1,478,20
10,1,479,20
10,1,485,20
10,1,488,20
10,1,496,22
10,1,501,20
10,1,506,20
10,1,510,20
10,1,511,24
10,1,514,22
10,1,534,20
10,1,547,20
10,1,552,22
10,1,567,22
10,1,576,22
10,1,579,20
10,1,589,20
10,1,608,22
10,1,609,20
10,1,620,44
10,1,643,22
11,1,2,32
11,1,6,32
11,1,13,94
11,1,20,8
11,1,26,32
11,1,27,32
11,1,31,32
11,1,32,32
11,1,36,32
11,1,41,32
11,1,43,32
11,1,44,32
11,1,46,32
11,1,49,32
11,1,54,32
11,1,55,32
11,1,70,32
11,1,71,32
11,1,78,32
11,1,81,30
11,1,83,30
11,1,86,30
11,1,91,30
11,1,95,30
11,1,125,94
11,1,127,30
11,1,136,30
11,1,149,30
11,1,168,30
11,1,170,30
11,1,186,62
11,1,207,62
11,1,230,30
11,1,272,62
11,1,300,62
11,1,307,18
11,1,332,40
11,1,368,30
11,1,379,30
11,1,405,30
11,1,412,30
11,1,415,30
11,1,416,30
11,1,460,30
11,1,462,30
11,1,466,94
11,1,511,30
11,1,512,30
11,1,538,62
11,1,552,62
11,1,597,30
11,1,636,94
11,1,648,30
12,1,2,30
12,1,9,28
12,1,19,8
12,1,24,28
12,1,30,28
12,1,32,30
12,1,36,92
12,1,78,30
12,1,81,30
12,1,83,30
12,1,86,30
12,1,91,30
12,1,95,54
12,1,96,92
12,1,97,92
12,1,98,92
12,1,108,28
12,1,127,30
12,1,132,28
12,1,135,28
12,1,139,28
12,1,154,28
12,1,170,30
12,1,197,28
12,1,203,28
12,1,215,28
12,1,228,28
12,1,275,8
12,1,283,28
12,1,297,8
12,1,331,48
12,1,335,48
12,1,368,54
12,1,379,30
12,1,405,54
12,1,406,28
12,1,410,28
12,1,411,28
12,1,412,28
12,1,414,28
12,1,415,28
12,1,416,28
12,1,417,28
12,1,418,8
12,1,420,28
12,1,421,28
12,1,422,28
12,1,460,30
12,1,462,30
12,1,498,8
12,1,512,30
12,1,514,30
12,1,544,30
12,1,548,30
12,1,556,30
12,1,585,30
12,1,614,8
12,1,636,30
12,1,643,30
12,1,648,54
12,1,658,48
13,1,5,10
13,1,8,12
13,1,20,8
13,1,29,10
13,1,45,10
13,1,48,10
13,1,50,10
13,1,70,54
13,1,71,54
13,1,77,24
13,1,96,10
13,1,97,10
13,1,98,10
13,1,101,10
13,1,107,12
13,1,108,12
13,1,122,12
13,1,129,12
13,1,134,12
13,1,135,12
13,1,139,12
13,1,140,32
13,1,144,12
13,1,145,12
13,1,147,12
13,1,148,12
13,1,152,42
13,1,154,12
13,1,156,12
13,1,157,12
13,1,158,12
13,1,159,12
13,1,160,12
13,1,161,12
13,1,173,12
13,1,176,12
13,1,177,24
13,1,179,12
13,1,182,12
13,1,183,12
13,1,184,12
13,1,187,12
13,1,189,12
13,1,191,12
13,1,193,24
13,1,195,12
13,1,196,24
13,1,198,12
13,1,199,20
13,1,200,12
13,1,203,12
13,1,205,20
13,1,206,32
13,1,208,12
13,1,209,12
13,1,211,12
13,1,212,12
13,1,214,12
13,1,218,12
13,1,222,12
13,1,224,12
13,1,227,32
13,1,229,12
13,1,230,24
13,1,232,12
13,1,239,12
13,1,240,12
13,1,242,12
13,1,243,32
13,1,245,12
13,1,247,20
13,1,251,24
13,1,254,12
13,1,258,24
13,1,261,12
13,1,265,32
13,1,266,12
13,1,267,12
13,1,268,12
13,1,270,20
13,1,271,12
13,1,277,12
13,1,285,32
13,1,289,20
13,1,292,32
13,1,300,12
13,1,334,28
13,1,393,20
13,1,398,20
13,1,420,12
13,1,421,12
13,1,432,20
13,1,436,20
13,1,444,20
13,1,446,20
13,1,451,32
13,1,452,32
13,1,475,20
13,1,476,12
13,1,484,20
13,1,490,12
13,1,492,12
13,1,503,32
13,1,506,12
13,1,510,12
13,1,524,20
13,1,534,12
13,1,536,32
13,1,540,12
13,1,544,12
13,1,549,32
13,1,556,12
13,1,569,20
13,1,590,20
13,1,591,12
13,1,602,32
13,1,604,12
13,1,605,20
13,1,606,32
13,1,609,12
14,1,2,50
14,1,16,46
14,1,20,10
14,1,34,48
14,1,44,50
14,1,104,46
14,1,109,48
14,1,114,46
14,1,115,46
14,1,128,10
14,1,129,46
14,1,130,46
14,1,134,46
14,1,142,46
14,1,143,46
14,1,144,46
14,1,145,46
14,1,170,50
14,1,174,46
14,1,179,46
14,1,183,46
14,1,184,46
14,1,190,46
14,1,192,46
14,1,198,46
14,1,208,46
14,1,216,10
14,1,220,48
14,1,229,46
14,1,253,46
14,1,259,46
14,1,260,46
14,1,264,46
14,1,268,46
14,1,276,46
14,1,287,10
14,1,334,58
14,1,387,46
14,1,395,46
14,1,433,10
14,1,486,46
14,1,492,46
14,1,540,46
14,1,578,10
14,1,584,48
14,1,587,10
14,1,601,48
14,1,608,48
14,1,612,46
14,1,630,10
15,1,3,34
15,1,4,34
15,1,10,34
15,1,13,34
15,1,19,8
15,1,23,34
15,1,26,34
15,1,27,34
15,1,29,34
15,1,31,34
15,1,40,66
15,1,44,36
15,1,45,36
15,1,46,36
15,1,47,36
15,1,61,36
15,1,65,36
15,1,91,36
15,1,113,36
15,1,117,8
15,1,121,36
15,1,122,36
15,1,125,36
15,1,155,36
15,1,159,36
15,1,168,36
15,1,186,36
15,1,187,36
15,1,188,36
15,1,189,36
15,1,200,36
15,1,201,36
15,1,202,36
15,1,207,36
15,1,212,36
15,1,219,36
15,1,246,36
15,1,248,36
15,1,255,36
15,1,272,36
15,1,282,36
15,1,296,36
15,1,298,36
15,1,300,36
15,1,330,30
15,1,334,30
15,1,404,8
15,1,466,36
15,1,481,36
15,1,496,36
15,1,527,36
15,1,538,36
15,1,552,36
15,1,595,8
15,1,597,36
15,1,598,36
15,1,604,36
15,1,629,36
15,1,636,36
15,1,642,36
16,1,4,44
16,1,10,44
16,1,20,10
16,1,31,50
16,1,70,50
16,1,71,50
16,1,122,44
16,1,140,44
16,1,152,44
16,1,168,50
16,1,177,44
16,1,193,44
16,1,196,44
16,1,199,44
16,1,200,44
16,1,205,50
16,1,206,50
16,1,227,50
16,1,230,50
16,1,243,50
16,1,247,50
16,1,249,10
16,1,251,50
16,1,258,50
16,1,265,50
16,1,270,50
16,1,289,50
16,1,292,50
16,1,296,50
16,1,298,50
16,1,331,30
16,1,334,30
16,1,393,50
16,1,430,72
16,1,431,72
16,1,440,50
16,1,448,10
16,1,454,10
16,1,456,10
16,1,517,10
16,1,530,44
16,1,550,46
16,1,596,50
16,1,615,46
16,1,621,10
16,1,625,50
16,1,626,50
16,1,649,48
17,1,3,140
17,1,4,70
17,1,5,140
17,1,10,70
17,1,19,12
17,1,23,140
17,1,26,152
17,1,31,80
17,1,34,142
17,1,66,12
17,1,77,130
17,1,91,148
17,1,117,12
17,1,122,64
17,1,128,12
17,1,151,12
17,1,163,12
17,1,168,80
17,1,200,64
17,1,216,12
17,1,249,12
17,1,275,12
17,1,281,12
17,1,287,12
17,1,296,64
17,1,297,12
17,1,298,64
17,1,333,60
17,1,379,140
17,1,404,12
17,1,418,12
17,1,448,12
17,1,454,12
17,1,456,12
17,1,498,12
17,1,517,12
17,1,578,12
17,1,587,12
17,1,595,12
17,1,614,12
17,1,621,12
17,1,630,12
18,1,5,20
18,1,6,45
18,1,13,22
18,1,20,6
18,1,25,20
18,1,26,22
18,1,27,22
18,1,31,22
18,1,32,24
18,1,36,22
18,1,41,22
18,1,43,22
18,1,44,22
18,1,46,22
18,1,48,20
18,1,49,22
18,1,54,22
18,1,55,22
18,1,58,20
18,1,70,22
18,1,71,22
18,1,77,22
18,1,81,24
18,1,83,72
18,1,86,72
18,1,95,45
18,1,103,20
18,1,115,20
18,1,119,20
18,1,121,20
18,1,125,22
18,1,136,44
18,1,137,20
18,1,148,20
18,1,149,44
18,1,162,22
18,1,164,22
18,1,166,22
18,1,168,22
18,1,169,22
18,1,170,24
18,1,171,22
18,1,173,22
18,1,175,22
18,1,178,22
18,1,181,22
18,1,186,22
18,1,193,22
18,1,194,44
18,1,222,22
18,1,230,22
18,1,232,22
18,1,233,44
18,1,240,22
18,1,242,22
18,1,245,22
18,1,254,22
18,1,255,22
18,1,261,22
18,1,269,22
18,1,271,22
18,1,277,22
18,1,279,22
18,1,281,6
18,1,295,22
18,1,335,30
18,1,379,44
18,1,402,22
18,1,412,22
18,1,415,22
18,1,416,22
18,1,459,22
18,1,462,24
18,1,466,22
18,1,490,22
18,1,504,22
18,1,511,22
18,1,512,22
18,1,563,22
18,1,597,22
18,1,608,22
18,1,611,22
18,1,636,24
19,1,4,22
19,1,12,24
19,1,14,24
19,1,15,24
19,1,20,8
19,1,29,22
19,1,43,22
19,1,50,44
19,1,61,22
19,1,68,24
19,1,78,22
19,1,82,24
19,1,100,22
19,1,104,44
19,1,105,44
19,1,122,44
19,1,130,44
19,1,135,44
19,1,137,44
19,1,152,44
19,1,154,44
19,1,174,44
19,1,182,44
19,1,185,44
19,1,191,44
19,1,197,44
19,1,202,44
19,1,207,44
19,1,210,44
19,1,214,44
19,1,237,44
19,1,242,42
19,1,245,42
19,1,268,42
19,1,333,16
19,1,389,4
19,1,410,42
19,1,420,42
19,1,422,42
19,1,436,42
19,1,444,42
19,1,485,42
19,1,486,42
19,1,488,42
19,1,492,42
19,1,501,42
19,1,516,42
19,1,524,42
19,1,549,42
19,1,558,42
19,1,563,42
19,1,579,42
19,1,589,42
19,1,598,42
19,1,611,42
19,1,713,8
20,1,19,8
20,1,24,182
20,1,58,182
20,1,167,182
20,1,330,38
20,1,393,182
20,1,395,182
20,1,398,182
20,1,399,182
20,1,402,182
20,1,469,182
20,1,475,182
20,1,527,182
21,1,5,12
21,1,8,12
21,1,20,6
21,1,29,12
21,1,45,12
21,1,48,12
21,1,50,12
21,1,70,52
21,1,71,52
21,1,73,52
21,1,77,24
21,1,89,24
21,1,96,12
21,1,97,12
21,1,98,12
21,1,101,12
21,1,107,12
21,1,108,12
21,1,122,12
21,1,129,12
21,1,131,26
21,1,134,12
21,1,135,12
21,1,139,12
21,1,140,24
21,1,144,12
21,1,145,12
21,1,147,12
21,1,148,12
21,1,150,26
21,1,152,34
21,1,154,12
21,1,156,12
21,1,157,12
21,1,158,12
21,1,159,12
21,1,160,12
21,1,161,12
21,1,173,12
21,1,176,12
21,1,177,24
21,1,179,12
21,1,182,12
21,1,183,12
21,1,184,12
21,1,187,10
21,1,189,10
21,1,191,10
21,1,193,22
21,1,195,10
21,1,196,22
21,1,198,10
21,1,199,22
21,1,200,10
21,1,203,10
21,1,205,22
21,1,206,34
21,1,208,10
21,1,209,10
21,1,211,10
21,1,212,10
21,1,214,10
21,1,218,10
21,1,222,10
21,1,223,24
21,1,224,10
21,1,227,34
21,1,229,10
21,1,230,22
21,1,232,10
21,1,239,10
21,1,240,10
21,1,242,10
21,1,243,34
21,1,245,10
21,1,247,22
21,1,251,22
21,1,254,10
21,1,258,22
21,1,261,10
21,1,265,34
21,1,266,10
21,1,267,10
21,1,268,10
21,1,270,22
21,1,271,10
21,1,277,10
21,1,285,34
21,1,292,34
21,1,334,30
21,1,400,24
21,1,420,10
21,1,421,10
21,1,432,22
21,1,442,2
21,1,443,24
21,1,446,22
21,1,451,34
21,1,452,34
21,1,476,10
21,1,490,10
21,1,492,10
21,1,503,34
21,1,506,10
21,1,510,10
21,1,524,22
21,1,534,10
21,1,536,34
21,1,540,10
21,1,544,10
21,1,549,34
21,1,556,10
21,1,569,22
21,1,590,22
21,1,591,10
21,1,602,34
21,1,604,10
21,1,605,22
21,1,606,34
21,1,609,10
22,1,2,25
22,1,12,25
22,1,14,25
22,1,15,25
22,1,20,6
22,1,34,25
22,1,42,52
22,1,44,25
22,1,68,25
22,1,73,25
22,1,74,25
22,1,84,25
22,1,87,25
22,1,88,25
22,1,89,25
22,1,90,25
22,1,93,25
22,1,104,25
22,1,106,52
22,1,109,25
22,1,114,25
22,1,115,25
22,1,124,25
22,1,126,52
22,1,129,25
22,1,130,25
22,1,131,25
22,1,134,25
22,1,142,25
22,1,143,25
22,1,144,25
22,1,145,25
22,1,150,25
22,1,170,25
22,1,174,25
22,1,179,25
22,1,183,25
22,1,184,25
22,1,190,25
22,1,198,25
22,1,204,25
22,1,208,25
22,1,213,52
22,1,220,25
22,1,229,25
22,1,253,25
22,1,259,25
22,1,260,25
22,1,264,25
22,1,268,25
22,1,276,25
22,1,286,25
22,1,334,30
22,1,366,25
22,1,376,25
22,1,383,2
22,1,400,25
22,1,403,25
22,1,413,25
22,1,425,25
22,1,441,25
22,1,464,25
22,1,468,25
22,1,486,25
22,1,491,25
22,1,492,25
22,1,508,25
22,1,513,25
22,1,528,25
22,1,540,25
22,1,582,25
22,1,584,25
22,1,601,25
22,1,608,25
22,1,612,25
22,1,633,52
22,1,638,25
22,1,650,25
23,1,8,46
23,1,19,6
23,1,40,24
23,1,50,24
23,1,75,120
23,1,76,46
23,1,98,24
23,1,101,46
23,1,104,24
23,1,107,24
23,1,122,24
23,1,130,24
23,1,133,24
23,1,134,24
23,1,135,24
23,1,145,24
23,1,152,24
23,1,154,24
23,1,157,44
23,1,158,44
23,1,159,20
23,1,174,20
23,1,176,44
23,1,179,20
23,1,180,20
23,1,182,20
23,1,183,20
23,1,185,20
23,1,191,20
23,1,195,20
23,1,198,20
23,1,200,20
23,1,202,20
23,1,203,20
23,1,207,20
23,1,209,20
23,1,210,44
23,1,211,20
23,1,212,20
23,1,214,20
23,1,222,20
23,1,227,20
23,1,229,20
23,1,232,20
23,1,237,20
23,1,242,20
23,1,245,20
23,1,254,20
23,1,261,20
23,1,268,20
23,1,273,20
23,1,274,20
23,1,285,20
23,1,291,20
23,1,292,20
23,1,330,30
23,1,377,2
23,1,420,20
23,1,452,20
23,1,476,20
23,1,486,20
23,1,492,20
23,1,501,20
23,1,506,20
